entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2018-03-20,local-authority-eng:SWL,BF/023,"Swan Quay, Belvedere Road, Faversham",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,,not owned by a public authority,not permissioned,,,51.318282,0.891776,0.3,10,10,2018-03-20,,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.. The site comprises four buildings formerly used by the Frank and Whitorne Joinery Company and is adjacent to Faversham creek.,11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
2018-03-20,local-authority-eng:SWL,BF/136,"The Foundry, Rushenden Road, Queenborough",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,yes,not owned by a public authority,not permissioned,,yes,51.414737,0.747297,0.37,37,37,2018-03-20,,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site comprises a former foundry and is open, flat and adjacent to Queenborough Creek.",11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
2018-03-20,local-authority-eng:SWL,BF/167,"Former Nicholls Transport site, Lydbrook Close, Sittingbourne",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,yes,not owned by a public authority,pending decision,outline planning permission,yes,51.341017,0.719076,1.7,70,70,2018-03-20,,The site has an application currently pending consideration.. Outline (All Matters Reserved) for up to 70 residential units and detailed approval for associated land raising and improvement of A2/Lydbrook Close junction.. The site comprises the former Nicholls Transport depot which has now been vacant for a number of years and is surrounded by dwellings close to the A2.,11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
2018-03-20,local-authority-eng:SWL,BF/237,"152 Staplehurst Road, Sittingbourne",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,,not owned by a public authority,not permissioned,,yes,51.345221,0.718908,1.8,75,75,2018-03-20,,"The site is allcoated within the  adopted Local Plan.. The site comprises a flat piece of land within a predominantly residential area, with some commercial/industrial use too. It is adjacent to the railway  line to the north.",11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
2018-03-20,local-authority-eng:SWL,BF/256,"West Street, Queenborough",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,,not owned by a public authority,not permissioned,,yes,51.415863,0.741481,1.45,80,80,2018-03-20,,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site comrises land including business offices, dockyard buildings and wharfs adjacent to Queenborough Creek.",11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
2018-03-20,local-authority-eng:SWL,BF/257,"Faversham Industrial Estate, Graveney Road, Faversham",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,yes,not owned by a public authority,permissioned,full planning permission,yes,51.313076,0.908941,2.9,105,105,2018-03-20,,"The site was recently granted planning permission and works are expected to commence imminently.. Development of the site to provide 105 residential units, comprising 72 houses and 33 flats, and associated, parking, landscaping and open space.. The site comprises a former industrial site which had a number of warehouse/office buildings. The site is bounded by Graveney Road, the wider countryside and a railway line.",11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
2018-03-20,local-authority-eng:SWL,BF/258,"Land West of Rushenden Road, Queenborough",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,yes,owned by a public authority,not permissioned,,yes,51.415394,0.745006,13.31,379,379,2018-03-20,,The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site is mostly vacant but with some industrial units and buildings still in use. It is surrounded by Rushenden Road to the east and Queenborough Creek to the west.,11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
2018-03-20,local-authority-eng:SWL,BF/265,"Bell Centre, Bell Road, Sittingbourne",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,yes,not owned by a public authority,pending decision,full planning permission,,51.338596,0.739581,0.9,120,165,2018-03-20,,"The site has an application currently pending consideration.. Proposed mixed use development comprising 165 no. residential apartments, medical centre and pharmacy across three blocks with associated parking and landscaping, refurbishment of existing Bell House with retention of offices and an additional storey.. The site comprises the former Bell Shopping Centre which was demolished a number of years ago. The land has been vacant since and fronts Bell Road close to Sittingbourne town centre.",11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
2018-03-20,local-authority-eng:SWL,BF/275,"Provender Mill, New Creek Road, Faversham",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,yes,not owned by a public authority,not permissioned,,yes,51.320942,0.897152,0.95,10,10,2018-03-20,,The site forms part of the Faversham Creek Neighbourhood Plan and its inclusion for a Permission in Principle could undermine this process.. The site sits between Faversham Creek and New Creek Road and contains a number of designated heritage assets.,11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
2018-03-20,local-authority-eng:SWL,BF/281,"Land South of Queenborough Creek, Queenborough",https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/SitePlansPDFforwebsitereduced.pdf,,mixed ownership,not permissioned,,yes,51.415394,0.745006,7,380,380,2018-03-20,,"The site forms part of the Queenborough & Rushenden Masterplan and its inclusion for a Permission in Principle could undermine this process.. The site lies to the south of Queenborough Creek and falls partly within the Queenborough Conservation Area, with a number of designated heritage assets close by.",11ec0f3fd874e03ecb19e1a26c717500409b28d66802a51bbb13fe6a01fd1c31
