row-number,field,issue-type,value
1,NetDwellingsRangeTo,default,600
2,NetDwellingsRangeTo,default,37
3,NetDwellingsRangeTo,default,123
4,NetDwellingsRangeTo,default,20
5,NetDwellingsRangeTo,default,4
6,NetDwellingsRangeTo,default,200
7,NetDwellingsRangeTo,default,30
8,NetDwellingsRangeTo,default,13
9,NetDwellingsRangeTo,default,406
10,NetDwellingsRangeTo,default,67
11,NetDwellingsRangeTo,default,78
12,NetDwellingsRangeTo,default,20
13,NetDwellingsRangeTo,default,12
14,NetDwellingsRangeTo,default,470
15,NetDwellingsRangeTo,default,231
16,NetDwellingsRangeTo,default,164
17,NetDwellingsRangeTo,default,52
18,NetDwellingsRangeTo,default,111
19,NetDwellingsRangeTo,default,21
20,NetDwellingsRangeTo,default,15
21,NetDwellingsRangeTo,default,268
22,NetDwellingsRangeTo,default,138
23,NetDwellingsRangeTo,default,315
24,NetDwellingsRangeTo,default,19
25,NetDwellingsRangeTo,default,166
26,NetDwellingsRangeTo,default,24
27,NetDwellingsRangeTo,default,5
28,NetDwellingsRangeTo,default,7
29,NetDwellingsRangeTo,default,165
30,NetDwellingsRangeTo,default,9
31,NetDwellingsRangeTo,default,8
32,NetDwellingsRangeTo,default,6
33,NetDwellingsRangeTo,default,68
34,NetDwellingsRangeTo,default,8
35,NetDwellingsRangeTo,default,6
36,NetDwellingsRangeTo,default,10
37,NetDwellingsRangeTo,default,6
38,NetDwellingsRangeTo,default,8
39,NetDwellingsRangeTo,default,5
40,NetDwellingsRangeTo,default,21
