row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,650
1,NetDwellingsRangeTo,default,650
1,GeoX,missing,
1,GeoY,missing,
2,NetDwellingsRangeFrom,default,600
2,NetDwellingsRangeTo,default,600
2,GeoX,missing,
2,GeoY,missing,
3,NetDwellingsRangeFrom,default,600
3,NetDwellingsRangeTo,default,600
3,GeoX,missing,
3,GeoY,missing,
4,NetDwellingsRangeFrom,default,500
4,NetDwellingsRangeTo,default,500
4,GeoX,missing,
4,GeoY,missing,
5,NetDwellingsRangeFrom,default,200
5,NetDwellingsRangeTo,default,200
5,GeoX,missing,
5,GeoY,missing,
6,NetDwellingsRangeFrom,default,160
6,NetDwellingsRangeTo,default,160
6,GeoX,missing,
6,GeoY,missing,
7,NetDwellingsRangeFrom,default,100
7,NetDwellingsRangeTo,default,100
7,GeoX,missing,
7,GeoY,missing,
8,NetDwellingsRangeFrom,default,130
8,NetDwellingsRangeTo,default,130
8,GeoX,missing,
8,GeoY,missing,
9,NetDwellingsRangeFrom,default,60
9,NetDwellingsRangeTo,default,60
9,GeoX,missing,
9,GeoY,missing,
10,NetDwellingsRangeFrom,default,30
10,NetDwellingsRangeTo,default,30
10,GeoX,missing,
10,GeoY,missing,
11,NetDwellingsRangeFrom,default,40
11,NetDwellingsRangeTo,default,40
11,GeoX,missing,
11,GeoY,missing,
12,NetDwellingsRangeFrom,default,10
12,NetDwellingsRangeTo,default,10
12,GeoX,missing,
12,GeoY,missing,
13,NetDwellingsRangeFrom,default,5
13,NetDwellingsRangeTo,default,5
13,GeoX,missing,
13,GeoY,missing,
14,NetDwellingsRangeFrom,default,7
14,NetDwellingsRangeTo,default,7
14,GeoX,missing,
14,GeoY,missing,
15,NetDwellingsRangeFrom,default,15
15,NetDwellingsRangeTo,default,15
15,GeoX,missing,
15,GeoY,missing,
16,NetDwellingsRangeFrom,default,10
16,NetDwellingsRangeTo,default,10
16,GeoX,missing,
16,GeoY,missing,
17,NetDwellingsRangeFrom,default,15
17,NetDwellingsRangeTo,default,15
17,GeoX,missing,
17,GeoY,missing,
18,NetDwellingsRangeFrom,default,8
18,NetDwellingsRangeTo,default,8
18,GeoX,missing,
18,GeoY,missing,
19,NetDwellingsRangeFrom,default,6
19,NetDwellingsRangeTo,default,6
19,GeoX,missing,
19,GeoY,missing,
20,NetDwellingsRangeFrom,default,60
20,NetDwellingsRangeTo,default,60
20,GeoX,missing,
20,GeoY,missing,
21,NetDwellingsRangeFrom,default,150
21,NetDwellingsRangeTo,default,150
21,GeoX,missing,
21,GeoY,missing,
22,NetDwellingsRangeFrom,default,150
22,NetDwellingsRangeTo,default,150
22,GeoX,missing,
22,GeoY,missing,
23,NetDwellingsRangeFrom,default,50
23,NetDwellingsRangeTo,default,50
23,GeoX,missing,
23,GeoY,missing,
24,NetDwellingsRangeFrom,default,100
24,NetDwellingsRangeTo,default,100
24,GeoX,missing,
24,GeoY,missing,
25,NetDwellingsRangeFrom,default,444
25,NetDwellingsRangeTo,default,444
25,GeoX,missing,
25,GeoY,missing,
26,NetDwellingsRangeFrom,default,70
26,NetDwellingsRangeTo,default,70
26,GeoX,missing,
26,GeoY,missing,
