row-number,field,issue-type,value
1,NetDwellingsRangeTo,default,150
2,PlanningStatus,enum,REC
2,NetDwellingsRangeTo,default,5
3,PlanningStatus,enum,REC
3,NetDwellingsRangeTo,default,5
4,NetDwellingsRangeTo,default,35
5,NetDwellingsRangeTo,default,40
6,PlanningStatus,enum,REC
6,NetDwellingsRangeTo,default,40
7,PlanningStatus,enum,REC
7,NetDwellingsRangeTo,default,13
8,Hectares,minimum,0
8,NetDwellingsRangeTo,default,8
8,Hectares,missing,
9,PlanningStatus,enum,REC
9,NetDwellingsRangeTo,default,35
10,PlanningStatus,enum,REC
10,NetDwellingsRangeTo,default,400
11,PlanningStatus,enum,REC
11,NetDwellingsRangeTo,default,150
12,NetDwellingsRangeTo,default,190
13,Hectares,minimum,0
13,NetDwellingsRangeTo,default,10
13,Hectares,missing,
14,PlanningStatus,enum,REC
14,NetDwellingsRangeTo,default,20
15,PlanningStatus,enum,REC
15,NetDwellingsRangeTo,default,20
16,Hectares,minimum,0
16,PlanningStatus,enum,REC
16,NetDwellingsRangeTo,default,35
16,Hectares,missing,
17,PlanningStatus,enum,REC
17,NetDwellingsRangeTo,default,15
18,PlanningStatus,enum,REC
18,NetDwellingsRangeTo,default,40
19,PlanningStatus,enum,REC
19,NetDwellingsRangeTo,default,10
20,PlanningStatus,enum,REC
20,NetDwellingsRangeTo,default,12
21,PlanningStatus,enum,REC
21,NetDwellingsRangeTo,default,15
22,Hectares,minimum,0
22,PlanningStatus,enum,REC
22,NetDwellingsRangeTo,default,15
22,Hectares,missing,
23,PlanningStatus,enum,REC
23,NetDwellingsRangeTo,default,55
24,PlanningStatus,enum,REC
24,NetDwellingsRangeTo,default,20
25,PlanningStatus,enum,REC
25,NetDwellingsRangeTo,default,20
26,PlanningStatus,enum,REC
26,NetDwellingsRangeTo,default,10
27,PlanningStatus,enum,REC
27,NetDwellingsRangeTo,default,10
28,PlanningStatus,enum,REC
28,NetDwellingsRangeTo,default,50
29,PlanningStatus,enum,REC
29,NetDwellingsRangeTo,default,130
30,Hectares,minimum,0
30,NetDwellingsRangeTo,default,25
30,GeoX,missing,
30,GeoY,missing,
30,Hectares,missing,
31,NetDwellingsRangeTo,default,175
32,NetDwellingsRangeTo,default,50
