row-number,field,issue-type,value
1,Hectares,minimum,0
1,Hectares,missing,
3,Hectares,minimum,0
3,Hectares,missing,
4,Hectares,minimum,0
4,Hectares,missing,
5,Hectares,minimum,0
5,Hectares,missing,
6,Hectares,minimum,0
6,NetDwellingsRangeFrom,default,4
6,NetDwellingsRangeTo,default,4
6,LastUpdatedDate,default,2019-10-20
6,Hectares,missing,
7,Hectares,minimum,0
7,Hectares,missing,
9,Hectares,minimum,0
9,NetDwellingsRangeFrom,default,1
9,NetDwellingsRangeTo,default,1
9,LastUpdatedDate,default,2019-10-20
9,Hectares,missing,
12,NetDwellingsRangeFrom,default,3
12,NetDwellingsRangeTo,default,3
12,LastUpdatedDate,default,2019-10-20
17,NetDwellingsRangeFrom,default,1
17,NetDwellingsRangeTo,default,1
17,LastUpdatedDate,default,2019-10-20
18,NetDwellingsRangeFrom,default,1
18,NetDwellingsRangeTo,default,1
18,LastUpdatedDate,default,2019-10-20
20,NetDwellingsRangeFrom,default,60
20,NetDwellingsRangeTo,default,60
21,NetDwellingsRangeFrom,default,26
21,NetDwellingsRangeTo,default,26
22,NetDwellingsRangeFrom,default,55
22,NetDwellingsRangeTo,default,55
25,NetDwellingsRangeFrom,default,1
25,NetDwellingsRangeTo,default,1
25,LastUpdatedDate,default,2019-10-20
31,NetDwellingsRangeFrom,default,1
31,NetDwellingsRangeTo,default,1
31,LastUpdatedDate,default,2019-10-20
36,NetDwellingsRangeFrom,default,4
36,NetDwellingsRangeTo,default,4
38,NetDwellingsRangeFrom,default,1
38,NetDwellingsRangeTo,default,1
38,LastUpdatedDate,default,2019-10-20
45,NetDwellingsRangeFrom,default,1
45,NetDwellingsRangeTo,default,1
45,LastUpdatedDate,default,2019-10-20
51,NetDwellingsRangeFrom,default,4
51,NetDwellingsRangeTo,default,4
51,"GeoX,GeoY",out of range,"3976518.831,-6392.1854"
54,NetDwellingsRangeFrom,default,2
54,NetDwellingsRangeTo,default,2
54,LastUpdatedDate,default,2019-10-20
57,NetDwellingsRangeFrom,default,1
57,NetDwellingsRangeTo,default,1
57,LastUpdatedDate,default,2019-10-20
58,NetDwellingsRangeFrom,default,1
58,NetDwellingsRangeTo,default,1
58,LastUpdatedDate,default,2019-10-20
60,NetDwellingsRangeFrom,default,1
60,NetDwellingsRangeTo,default,1
60,LastUpdatedDate,default,2019-10-20
62,NetDwellingsRangeFrom,default,1
62,NetDwellingsRangeTo,default,1
62,LastUpdatedDate,default,2019-10-20
67,NetDwellingsRangeFrom,default,8
67,NetDwellingsRangeTo,default,8
73,NetDwellingsRangeFrom,default,10
73,NetDwellingsRangeTo,default,10
75,NetDwellingsRangeFrom,default,1
75,NetDwellingsRangeTo,default,1
75,LastUpdatedDate,default,2019-10-20
77,NetDwellingsRangeFrom,default,2
77,NetDwellingsRangeTo,default,2
77,LastUpdatedDate,default,2019-10-20
80,NetDwellingsRangeFrom,default,3
80,NetDwellingsRangeTo,default,3
80,LastUpdatedDate,default,2019-10-20
93,NetDwellingsRangeFrom,default,3
93,NetDwellingsRangeTo,default,3
93,LastUpdatedDate,default,2019-10-20
95,NetDwellingsRangeFrom,default,22
95,NetDwellingsRangeTo,default,22
97,NetDwellingsRangeFrom,default,1
97,NetDwellingsRangeTo,default,1
97,LastUpdatedDate,default,2019-10-20
99,NetDwellingsRangeFrom,default,5
99,NetDwellingsRangeTo,default,5
100,NetDwellingsRangeFrom,default,1
100,NetDwellingsRangeTo,default,1
100,LastUpdatedDate,default,2019-10-20
108,NetDwellingsRangeFrom,default,5
108,NetDwellingsRangeTo,default,5
111,NetDwellingsRangeFrom,default,1
111,NetDwellingsRangeTo,default,1
111,LastUpdatedDate,default,2019-10-20
112,NetDwellingsRangeFrom,default,7
112,NetDwellingsRangeTo,default,7
116,NetDwellingsRangeFrom,default,2
116,NetDwellingsRangeTo,default,2
116,LastUpdatedDate,default,2019-10-20
121,SiteplanURL,uri,www.royalgreenwich.gov.uk/brownfieldregister
121,NetDwellingsRangeFrom,default,5
121,NetDwellingsRangeTo,default,5
122,NetDwellingsRangeFrom,default,14
122,NetDwellingsRangeTo,default,14
132,NetDwellingsRangeFrom,default,1
132,NetDwellingsRangeTo,default,1
132,LastUpdatedDate,default,2019-10-20
137,NetDwellingsRangeFrom,default,2
137,NetDwellingsRangeTo,default,2
137,LastUpdatedDate,default,2019-10-20
151,NetDwellingsRangeFrom,default,2
151,NetDwellingsRangeTo,default,2
151,LastUpdatedDate,default,2019-10-20
154,NetDwellingsRangeFrom,default,2
154,NetDwellingsRangeTo,default,2
154,LastUpdatedDate,default,2019-10-20
158,SiteplanURL,uri,www.royalgreenwich.gov.uk/brownfieldregister
158,NetDwellingsRangeFrom,default,40
158,NetDwellingsRangeTo,default,40
163,NetDwellingsRangeFrom,default,10
163,NetDwellingsRangeTo,default,10
165,NetDwellingsRangeFrom,default,14
165,NetDwellingsRangeTo,default,14
168,SiteplanURL,uri,www.royalgreenwich.gov.uk/brownfieldregister
168,NetDwellingsRangeFrom,default,5
168,NetDwellingsRangeTo,default,5
169,NetDwellingsRangeFrom,default,3
169,NetDwellingsRangeTo,default,3
169,"GeoX,GeoY",out of range,"3975249.633,-6824.124"
170,NetDwellingsRangeFrom,default,8
170,NetDwellingsRangeTo,default,8
170,LastUpdatedDate,default,2019-10-20
171,NetDwellingsRangeFrom,default,9
171,NetDwellingsRangeTo,default,9
178,NetDwellingsRangeFrom,default,1
178,NetDwellingsRangeTo,default,1
178,LastUpdatedDate,default,2019-10-20
179,NetDwellingsRangeFrom,default,5
179,NetDwellingsRangeTo,default,5
181,NetDwellingsRangeFrom,default,3
181,NetDwellingsRangeTo,default,3
181,"GeoX,GeoY",out of range,"3973231.555,-7017.8242"
193,NetDwellingsRangeFrom,default,1
193,NetDwellingsRangeTo,default,1
193,LastUpdatedDate,default,2019-10-20
194,NetDwellingsRangeFrom,default,5
194,NetDwellingsRangeTo,default,5
194,"GeoX,GeoY",out of range,"3974408.164,-6610.6246"
195,NetDwellingsRangeFrom,default,1
195,NetDwellingsRangeTo,default,1
195,LastUpdatedDate,default,2019-10-20
200,NetDwellingsRangeFrom,default,6
200,NetDwellingsRangeTo,default,6
202,NetDwellingsRangeFrom,default,5
202,NetDwellingsRangeTo,default,5
203,NetDwellingsRangeFrom,default,7
203,NetDwellingsRangeTo,default,7
203,LastUpdatedDate,default,2019-10-20
204,NetDwellingsRangeFrom,default,6
204,NetDwellingsRangeTo,default,6
208,NetDwellingsRangeFrom,default,2
208,NetDwellingsRangeTo,default,2
208,LastUpdatedDate,default,2019-10-20
210,NetDwellingsRangeFrom,default,2
210,NetDwellingsRangeTo,default,2
210,LastUpdatedDate,default,2019-10-20
211,NetDwellingsRangeFrom,default,0
211,NetDwellingsRangeTo,default,0
211,LastUpdatedDate,default,2019-10-20
211,"GeoX,GeoY",WGS84 outside England,"0,0"
213,NetDwellingsRangeFrom,default,6
213,NetDwellingsRangeTo,default,6
216,NetDwellingsRangeFrom,default,7
216,NetDwellingsRangeTo,default,7
217,NetDwellingsRangeFrom,default,7
217,NetDwellingsRangeTo,default,7
217,LastUpdatedDate,default,2017-12-31
219,NetDwellingsRangeFrom,default,6
219,NetDwellingsRangeTo,default,6
224,NetDwellingsRangeFrom,default,7
224,NetDwellingsRangeTo,default,7
225,NetDwellingsRangeFrom,default,2
225,NetDwellingsRangeTo,default,2
225,LastUpdatedDate,default,2019-10-20
226,NetDwellingsRangeFrom,default,19
226,NetDwellingsRangeTo,default,19
231,NetDwellingsRangeFrom,default,8
231,NetDwellingsRangeTo,default,8
231,"GeoX,GeoY",out of range,"3976649.685,-7384.3256"
234,NetDwellingsRangeFrom,default,6
234,NetDwellingsRangeTo,default,6
235,NetDwellingsRangeFrom,default,11
235,NetDwellingsRangeTo,default,11
236,NetDwellingsRangeFrom,default,6
236,NetDwellingsRangeTo,default,6
237,NetDwellingsRangeFrom,default,7
