row-number,field,issue-type,value
18,LastUpdatedDate,date,2017-12-32
19,LastUpdatedDate,date,2017-12-33
20,LastUpdatedDate,date,2017-12-34
21,LastUpdatedDate,date,2017-12-35
22,LastUpdatedDate,date,2017-12-36
23,LastUpdatedDate,date,2017-12-37
24,LastUpdatedDate,date,2017-12-38
25,LastUpdatedDate,date,2017-12-39
26,LastUpdatedDate,date,2017-12-40
27,LastUpdatedDate,date,2017-12-41
28,LastUpdatedDate,date,2017-12-42
29,LastUpdatedDate,date,2017-12-43
30,LastUpdatedDate,date,2017-12-44
31,LastUpdatedDate,date,2017-12-45
32,LastUpdatedDate,date,2017-12-46
33,LastUpdatedDate,date,2017-12-47
34,LastUpdatedDate,date,2017-12-48
